City_ID,City,Humidity,Cloudiness,Country,Date,Lat,Lng,Max Temp,Wind
343,Nova Olinda do Norte,49,9,BR,1690244769,-3.8881,-59.0942,299.48,0.76
344,Palmer,66,75,US,1690244675,42.1584,-72.3287,298.9,3.6
345,Port-Vila,88,100,VU,1690244770,-17.7338,168.3219,294.93,5.14
346,San Martín,44,1,AR,1690244770,-33.081,-68.4681,283.45,2.41
347,Zima,90,56,RU,1690244770,53.9202,102.0442,288.66,0.31
348,Nanchang,80,100,CN,1690244754,28.6833,115.8833,301.68,1.26
349,Timimoun,8,10,DZ,1690244771,29.2639,0.231,308.36,4.12
350,Weno,80,98,FM,1690244771,7.4515,151.8468,301.12,8.79
351,Kamaishi,65,81,JP,1690244771,39.2667,141.8833,301.2,1.31
352,Grahamstown,81,0,ZA,1690244771,-33.3042,26.5328,277.68,1.39
353,Callao,73,40,PE,1690244771,-12.0667,-77.15,294.66,7.2
354,Guarujá,100,19,BR,1690244772,-23.9931,-46.2564,295.31,0.89
355,Greymouth,90,91,NZ,1690244683,-42.4667,171.2,282.71,1.41
356,Lata,98,14,PT,1690244772,40.1629,-8.3327,285.99,1.4
357,Quellón,95,100,CL,1690244772,-43.1167,-73.6167,281.4,7.55
358,Huarmey,79,7,PE,1690244772,-10.0681,-78.1522,294.3,4.83
359,Karaton,87,18,ID,1690244773,-6.3424,106.1045,296.08,0.57
360,Kasane,40,5,BW,1690244773,-17.8167,25.15,287.97,1.92
361,Rongelap,72,79,MH,1690244773,11.1635,166.8941,301.94,7.19
362,Vyritsa,88,29,RU,1690244774,59.4078,30.3481,285.88,2.27
363,Riachão das Neves,49,45,BR,1690244774,-11.7461,-44.91,296.27,1.08
364,Dubbo,71,0,AU,1690244774,-32.25,148.6167,283.22,3.09
365,Kapuskasing,46,75,CA,1690244774,49.4169,-82.4331,296.2,4.12
366,Urengoy,65,10,RU,1690244774,65.9667,78.3667,292.94,2.46
367,Río Bueno,96,100,CL,1690244775,-40.3167,-72.9667,282.23,4.08
368,Tamale,97,99,GH,1690244775,9.4008,-0.8393,296.0,1.78
369,Mount Gambier,67,89,AU,1690244595,-37.8333,140.7667,285.33,1.54
370,Laguna,27,0,US,1690244775,38.421,-121.4238,311.1,5.66
371,Sillod,89,100,IN,1690244776,20.3,75.65,296.26,5.43
372,Cuyo,81,100,PH,1690244776,10.8525,121.0086,301.29,13.57
373,Fort Madison,61,1,US,1690244776,40.6298,-91.3151,303.39,0.0
374,Klyuchi,60,36,RU,1690244776,52.2667,79.1667,291.13,3.02
375,Marion,72,75,US,1690244777,39.7684,-86.1555,301.04,4.12
376,Quang Ngai,83,65,VN,1690244777,15.1167,108.8,299.47,1.13
377,Palikir,74,75,FM,1690244777,6.9248,158.1611,304.56,3.6
378,Finisterra,77,51,ES,1690244777,42.9049,-9.2629,290.54,5.08
379,Saldanha,75,0,ZA,1690244778,-33.0117,17.9442,282.28,3.78
380,Peace River,72,100,CA,1690244778,56.2501,-117.286,293.32,5.14
381,Maun,46,0,BW,1690244778,-19.9833,23.4167,284.13,2.57
382,Itaituba,49,19,BR,1690244778,-4.2761,-55.9836,298.58,0.52
383,Usinsk,83,10,RU,1690244659,65.9939,57.5281,287.05,2.64
384,Badger,43,40,US,1690244780,64.8,-147.5333,304.16,2.06
385,Yatou,77,100,CN,1690244780,37.15,122.3833,300.77,4.54
386,Barra de Santo Antônio,83,3,BR,1690244780,-9.4047,-35.5072,296.75,3.63
387,Dhemāji,93,100,IN,1690244781,27.4833,94.5833,298.12,1.85
388,Nema,95,21,RU,1690244781,57.5067,50.5011,284.31,2.44
389,Manacapuru,56,27,BR,1690244781,-3.2997,-60.6206,300.5,1.4
390,Sinabang,82,33,ID,1690244781,2.4803,96.3801,299.39,0.55
391,St. George's,89,75,GD,1690244781,12.0564,-61.7485,298.97,4.63
392,Lucapa,41,2,AO,1690244782,-8.4192,20.7447,293.34,1.82
393,Belle Fourche,25,88,US,1690244782,44.6714,-103.8522,308.33,8.37
394,Sola,86,91,VU,1690244782,-13.8833,167.55,299.07,5.23
395,Jiangmen,75,85,CN,1690244557,22.5833,113.0833,304.25,2.12
396,Anshun,95,100,CN,1690244513,26.25,105.9333,293.69,3.2
397,Vernon,40,92,CA,1690244504,50.2581,-119.2691,299.98,1.79
398,Rwamagana,60,69,RW,1690244783,-1.9487,30.4347,291.84,1.27
399,Valdivia,98,100,CL,1690244784,-39.8142,-73.2459,282.2,3.6
400,Lüderitz,73,81,NA,1690244784,-26.6481,15.1594,285.7,1.44
401,Kashgar,53,20,CN,1690244784,39.4547,75.9797,295.71,3.0
402,Kenai,79,20,US,1690244784,60.5544,-151.2583,290.2,7.72
403,Tvøroyri,84,92,FO,1690244785,61.5556,-6.8111,282.71,3.34
404,Yenangyaung,80,11,MM,1690244785,20.4667,94.8833,299.61,5.68
405,Yarmouth,81,0,US,1690244498,41.7057,-70.2286,297.6,4.63
406,Manokwari,72,37,ID,1690244786,-0.8667,134.0833,301.18,0.72
407,Sitka,63,0,US,1690244786,57.0531,-135.33,292.09,9.26
408,Abu Jibeha,63,96,SD,1690244786,11.4562,31.2285,298.69,2.19
409,Sharlyk,85,27,RU,1690244786,52.9167,54.75,288.18,0.95
410,Tidjikja,45,41,MR,1690244786,18.5564,-11.4271,304.82,6.18
411,São Paulo de Olivença,73,100,BR,1690244787,-3.3783,-68.8725,299.91,0.94
412,Sarakhs,22,0,IR,1690244787,36.5449,61.1577,301.51,3.68
413,Walvis Bay,87,80,NA,1690244787,-22.9575,14.5053,284.87,3.6
414,Kupang,66,11,ID,1690244788,-10.1667,123.5833,297.43,7.55
415,Chaparral,61,65,CO,1690244788,3.7232,-75.4832,297.43,2.12
416,Airway Heights,21,75,US,1690244561,47.6446,-117.5933,304.92,9.26
417,Karbala,16,0,IQ,1690244788,32.616,44.0249,307.59,2.68
418,Kalamata,54,0,GR,1690244789,37.0389,22.1142,301.54,2.06
419,Tozeur,10,0,TN,1690244789,33.9197,8.1335,311.37,5.14
420,Magistral'nyy,79,99,RU,1690244789,56.1725,107.4458,291.87,0.82
421,Prince George,59,75,CA,1690244530,53.9166,-122.753,295.51,4.12
422,Pambujan,89,100,PH,1690244789,12.5642,124.9276,299.42,8.63
423,Alice Springs,66,0,AU,1690244563,-23.7,133.8833,282.9,3.09
424,Bodaybo,65,1,RU,1690244790,57.8506,114.1933,296.05,0.82
425,Ketchikan,52,20,US,1690244790,55.3422,-131.6461,294.41,3.09
426,Le Port,77,12,RE,1690244743,-20.9373,55.2919,294.13,1.78
427,Plastun,73,80,RU,1690244791,44.7561,136.2939,299.33,1.5
428,Korsakov,98,100,RU,1690244792,46.6328,142.7813,293.06,2.45
429,Namdrik,79,50,MH,1690244792,5.5994,168.1028,301.57,5.73
430,Bargaal,48,78,SO,1690244792,11.2864,51.0773,303.65,11.41
431,Tomatlán,87,72,MX,1690244793,19.9333,-105.25,299.76,0.69
432,Suva,73,75,FJ,1690244499,-18.1416,178.4415,297.86,1.03
433,Kiri Buru,96,32,IN,1690244793,22.0833,85.35,296.22,1.57
434,Santiago de Cao,83,13,PE,1690244793,-7.9589,-79.2392,295.22,3.6
435,Porbandar,86,86,IN,1690244794,21.6422,69.6093,300.51,8.03
436,San Salvador de Jujuy,71,42,AR,1690244794,-24.1946,-65.2971,282.89,1.62
437,Bo`ka,27,0,UZ,1690244794,40.8108,69.1986,298.62,3.2
438,Laghouat,10,3,DZ,1690244794,33.8,2.8651,304.64,5.63
439,Angaur State,81,100,PW,1690244794,6.906,134.13,301.52,5.57
440,Badīyah,63,100,OM,1690244795,22.45,58.8,300.5,6.67
441,Kill Devil Hills,86,0,US,1690244534,36.0307,-75.676,299.25,0.0
442,Mbanza Kongo,81,4,AO,1690244795,-6.267,14.2401,291.92,1.64
443,Saint-François,63,0,FR,1690244661,46.4154,3.9054,291.84,4.63
444,Abilene,17,0,US,1690244509,32.4487,-99.7331,312.27,5.66
445,Haiku-Pauwela,63,20,US,1690244795,20.9219,-156.3051,303.16,13.38
446,San Luis,41,0,AR,1690244796,-33.295,-66.3356,282.7,2.83
447,Sainyabuli,99,99,LA,1690244796,19.25,101.75,295.15,0.58
448,Tifton,70,0,US,1690244796,31.4505,-83.5085,304.13,0.0
449,Abepura,70,20,ID,1690244796,-2.6333,140.5833,302.6,2.57
450,Nzérékoré,99,99,GN,1690244796,7.7562,-8.8179,294.27,1.41
451,Fallon,8,75,US,1690244790,39.4735,-118.7774,309.08,7.2
452,Chibougamau,94,100,CA,1690244797,49.9168,-74.3659,290.94,1.95
453,Suleja,99,47,NG,1690244797,9.1758,7.1808,295.7,1.17
454,Olinda,83,75,BR,1690244633,-8.0089,-34.8553,298.0,5.14
455,Babayevo,96,12,RU,1690244798,59.3936,35.9371,282.37,2.14
456,Aral,33,53,CN,1690244798,40.5156,81.2636,300.92,1.84
457,Ţubarjal,29,0,SA,1690244798,30.4999,38.216,301.63,4.09
458,Kapaa,86,75,US,1690244798,22.0752,-159.319,303.14,6.69
459,Yangambi,92,69,CD,1690244798,0.8102,24.4336,294.65,1.29
460,Tbeng Meanchey,98,100,KH,1690244798,13.8167,104.9667,297.27,0.73
461,Jolo,83,99,PH,1690244799,6.05,121.0167,300.83,4.25
462,Eldorado at Santa Fe,21,0,US,1690244799,35.5264,-105.9347,307.77,10.8
463,Bakchar,92,17,RU,1690244799,57.0186,82.0711,289.15,1.39
464,Tamanghasset,16,84,DZ,1690244799,22.785,5.5228,302.1,2.57
465,Alofi,57,75,NU,1690244799,-19.0595,-169.9187,298.09,4.12
466,Jiwani,82,100,PK,1690244800,25.05,61.7417,302.87,4.92
467,Nova Viçosa,86,9,BR,1690244800,-17.8919,-39.3719,294.74,3.33
468,Enoch,21,0,US,1690244800,37.7733,-113.0244,307.29,6.17
469,Zhangzhou,76,86,CN,1690244800,24.5133,117.6556,304.11,0.92
470,Yeed,63,26,SO,1690244801,4.55,43.0333,296.76,9.87
471,Sinop Province,78,0,TR,1690244801,41.7711,34.8709,287.92,1.76
472,Broken Hill,75,0,AU,1690244801,-31.95,141.4333,282.69,5.02
473,Pumiao,82,85,CN,1690244802,22.75,108.4833,301.37,2.15
474,Sollefteå,98,100,SE,1690244802,63.1667,17.2667,288.07,1.04
475,Zakamensk,90,30,RU,1690244802,50.3741,103.2863,287.84,0.54
476,Hadibu,76,95,YE,1690244802,12.65,54.0333,298.08,10.98
477,Pabianice,79,0,PL,1690244802,51.6645,19.3547,293.32,3.09
478,Mont-Laurier,99,94,CA,1690244505,46.5501,-75.4993,290.94,1.96
479,Revúca,94,64,SK,1690244803,48.6835,20.1173,291.25,1.41
480,Taganrog,57,93,RU,1690244803,47.2362,38.8969,295.41,3.71
481,Villiers,21,78,ZA,1690244803,-27.0303,28.6006,279.11,2.3
482,Caxito,90,52,AO,1690244803,-8.5785,13.6643,293.37,0.91
483,Helston,82,100,GB,1690244803,50.1032,-5.2705,287.44,2.06
484,Quelimane,91,0,MZ,1690244804,-17.8786,36.8883,291.2,0.89
485,Chokwé,85,70,MZ,1690244804,-24.5333,32.9833,291.35,3.95
486,Jayapura,89,84,ID,1690244804,-2.5333,140.7,302.81,1.41
487,Kigoma,63,2,TZ,1690244804,-4.8769,29.6267,296.56,1.37
488,Sant Lluís,89,75,ES,1690244804,39.8526,4.2594,299.37,7.72
489,Villa Rica,74,0,US,1690244805,33.7321,-84.9191,303.53,1.76
490,Medina de Pomar,92,94,ES,1690244805,42.9294,-3.488,287.59,1.99
491,Qarqaraly,53,68,KZ,1690244805,49.4058,75.4742,289.29,2.38
492,Port Said,77,0,EG,1690244521,31.2565,32.2841,301.9,6.12
493,Annandale,72,0,US,1690244805,38.8304,-77.1964,301.05,4.12
494,Santa Ana,62,20,US,1690244806,33.7456,-117.8678,312.08,4.63
495,Sankt Veit an der Glan,100,20,AT,1690244806,46.7681,14.3603,293.03,2.06
496,Gannan,82,19,CN,1690244806,47.9147,123.5031,295.17,1.51
497,Itupiranga,49,7,BR,1690244806,-5.1347,-49.3267,297.33,0.27
498,Ust-Tsilma,96,31,RU,1690244806,65.441,52.1498,285.52,1.82
499,Esim,92,100,GH,1690244806,4.8699,-2.2405,297.8,2.53
500,Castro,64,87,BR,1690244807,-24.7911,-50.0119,289.59,0.98
501,Rumphi,76,0,MW,1690244807,-11.0186,33.8575,287.38,1.42
502,Caldwell,27,0,US,1690244725,43.6629,-116.6874,309.9,8.23
503,Mokhsogollokh,53,7,RU,1690244807,61.4681,128.9203,299.76,2.17
504,Ingeniero Luis A. Huergo,49,33,AR,1690244808,-39.0833,-67.2333,281.1,4.99
505,Brak,16,0,LY,1690244808,27.5496,14.2714,306.36,6.67
506,Iskateley,88,97,RU,1690244808,67.6803,53.1512,287.67,3.9
507,Ha Giang,95,100,VN,1690244809,22.8333,104.9833,299.73,0.33
508,Taos,19,0,US,1690244809,36.4072,-105.5731,306.37,8.23
509,Roxas,88,100,PH,1690244809,11.5853,122.7511,297.12,7.08
510,Kokopo,73,94,PG,1690244809,-4.352,152.2633,300.91,8.44
511,Machalí,75,36,CL,1690244809,-34.1833,-70.6667,281.33,1.84
512,Newman,8,39,US,1690244759,37.3138,-121.0208,309.28,2.67
513,Anzio,62,95,IT,1690244810,41.4853,12.6179,305.54,8.03
514,Yuzhno-Kurilsk,90,97,RU,1690244810,44.0306,145.8556,293.81,1.07
515,San Carlos,95,23,VE,1690244810,9.6612,-68.5827,296.93,0.61
516,Alaghsas,58,51,NE,1690244810,17.0187,8.0168,301.3,8.01
517,Jalalaqsi,84,49,SO,1690244811,3.3766,45.5996,296.27,8.06
518,Wuwei,26,65,CN,1690244569,37.9281,102.6414,299.75,1.3
519,Narasannapeta,87,97,IN,1690244811,18.4167,84.05,299.63,3.25
520,Gebeit,14,19,SD,1690244811,21.0667,36.3167,304.09,1.87
521,Guasdualito,89,75,VE,1690244812,7.2424,-70.7324,300.13,1.54
522,Zalesovo,81,21,RU,1690244812,53.9939,84.7431,289.19,3.05
523,Vorkuta,78,98,RU,1690244812,67.5,64.0,289.43,1.07
524,Puerto Deseado,83,91,AR,1690244812,-47.7503,-65.8938,278.1,10.3
525,Umm Kaddadah,34,98,SD,1690244812,13.6017,26.6876,306.52,6.14
526,Mugia,75,63,ES,1690244813,43.1041,-9.2179,290.42,5.19
527,Destin,68,0,US,1690244588,30.3935,-86.4958,304.07,3.09
528,Chui,94,100,UY,1690244813,-33.6971,-53.4616,282.53,4.92
529,Nizhniye Vyazovyye,73,83,RU,1690244813,55.7988,48.5248,288.28,1.64
530,La Tuque,94,81,CA,1690244633,47.4334,-72.7824,293.29,2.06
531,Darovskoy,96,25,RU,1690244814,58.77,47.9564,284.69,1.94
532,Puerto Baquerizo Moreno,86,67,EC,1690244814,-0.9,-89.6,297.63,5.36
533,Kazincbarcika,87,62,HU,1690244814,48.25,20.6333,292.38,0.7
534,Xichang,93,100,CN,1690244814,27.8964,102.2634,293.95,0.09
535,Mount Pearl,90,40,CA,1690244814,47.5166,-52.7813,295.34,8.23
536,Veinticinco de Mayo,77,40,AR,1690244815,-35.4323,-60.1727,281.47,2.68
537,Bayville,71,8,US,1690244815,40.9106,-73.5621,299.56,1.34
538,Timmins,77,75,CA,1690244815,48.4669,-81.3331,293.05,0.0
539,Claveria,90,100,PH,1690244815,18.6074,121.0832,301.13,8.72
540,Figuig (Centre),16,48,MA,1690244815,32.1089,-1.2286,305.31,1.06
541,Dunedin,74,23,NZ,1690244816,-45.8742,170.5036,285.41,1.34
542,Waingapu,74,47,ID,1690244816,-9.6567,120.2641,297.3,7.2
543,Mendi,83,100,PG,1690244816,-6.1761,143.6513,289.12,0.97
544,Nizhneudinsk,76,42,RU,1690244816,54.9076,99.0276,289.82,0.65
545,Qādiān,81,94,IN,1690244816,31.8178,75.3919,300.77,2.54
546,Iquique,83,21,CL,1690244705,-20.2208,-70.1431,292.17,1.44
547,Maryville,66,20,US,1690244722,35.7565,-83.9705,302.12,2.57
548,Dongola,13,99,SD,1690244817,19.1667,30.4833,305.3,3.2
549,Oyama,51,12,JP,1690244817,36.3,139.8,304.59,1.02
550,Kisanga,79,33,TZ,1690244817,-7.4362,37.7034,294.38,0.62
551,Terra Santa,54,67,BR,1690244817,-2.1042,-56.4869,300.31,0.73
552,Laojunmiao,21,32,CN,1690244818,39.8333,97.7333,295.65,1.3
553,Ponta Delgada,88,20,PT,1690244818,37.7333,-25.6667,294.55,2.06
554,Kintinku,65,2,TZ,1690244818,-5.8833,35.2333,292.92,0.94
555,Arkhara,98,100,RU,1690244818,49.4212,130.0842,291.25,3.54
556,Dongning,71,0,CN,1690244818,44.0622,131.1207,299.67,2.69
557,Aquiraz,81,8,BR,1690244819,-3.9014,-38.3911,300.2,5.13
558,Jaciara,36,0,BR,1690244786,-15.9653,-54.9683,295.96,1.07
559,San Nicolas,94,75,PH,1690244819,18.1725,120.5953,300.1,6.17
